procedure_name_en,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,instance_year,instance_month,instance_day,meter_sale_price,procedure_area_clipped
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Elite Residences 4,332.0,ELITE 4 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,40.0,1.0,1.0,0.0,2013.0,6.0,25.0,9125.0,40.0
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,415,Al Barshaa South First,Unknown,1046.0,Unknown,Unknown,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Unknown,0,1185.16,1.0,1.0,0.0,2023.0,7.0,19.0,3796.96,1185.16
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,REEHAN 1,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,140.93,1.0,1.0,0.0,2023.0,12.0,21.0,21287.16,140.93
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA DIAMOND - A,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,310.67,4.0,2.0,0.0,2008.0,11.0,24.0,1567.11,310.67
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Elite Residences 6,330.0,ELITE 6 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,39.77,1.0,1.0,0.0,2015.0,6.0,22.0,8800.6,39.77
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,RED RESIDENCE,848.0,RED RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,82.03,1.0,1.0,0.0,2015.0,6.0,22.0,8472.51,82.03
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 9,Sports City Swimming Academy,Damac Properties,Marina Mall,Unknown,0,539.95,1.0,1.0,0.0,2015.0,6.0,22.0,15649.6,539.95
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,DUBAI ARCH TOWER,547.0,DUBAI ARCH TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,Studio,1,38.08,1.0,1.0,0.0,2015.0,6.0,22.0,9847.69,38.08
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,SEEF 3,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,154.59,1.0,1.0,0.0,2015.0,6.0,22.0,10026.52,154.59
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Emirates Living - Springs 9,Springs - 2,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,0,172.51,1.0,1.0,0.0,2016.0,5.0,17.0,8115.47,172.51
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,U-04,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,90.0,1.0,1.0,0.0,2015.0,6.0,22.0,2475.7,90.0
Sell,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,1 Lake Plaza,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Office,1,110.74,1.0,1.0,0.0,2009.0,3.0,30.0,6888.93,110.74
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,371,Al Safouh Second,Dubai Jewel Tower,1046.0,Unknown,Site A,Burj Al Arab,Dubai Internet City,Mall of the Emirates,3 B/R,1,69.93,1.0,2.0,0.0,2025.0,10.0,15.0,9473.76,69.93
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,ROVE HOME DUBAI MARINA,3393.0,ROVE HOME DUBAI MARINA,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,36.78,1.0,1.0,0.0,2015.0,6.0,22.0,33306.14,36.78
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Arabian,1960.0,Canal Residence West 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,90.08,1.0,1.0,0.0,2021.0,8.0,23.0,6327.71,90.08
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ATTESSA X2,1046.0,Unknown,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,144.74,1.0,1.0,0.0,2011.0,5.0,23.0,12000.06,144.74
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Amwaj 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,108.67,1.0,1.0,0.0,2009.0,11.0,25.0,11042.61,108.67
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,317,Jumeirah First,Unknown,1046.0,Unknown,Unknown,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,Unknown,0,912.77,5.0,1.0,0.0,2015.0,6.0,22.0,10955.66,912.77
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA TERRACE,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,87.14,1.0,2.0,0.0,2012.0,1.0,23.0,7562.54,87.14
Sell,4,Villa,60.0,Unknown,Other,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 8,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Unknown,0,547.2,1.0,2.0,0.0,2023.0,4.0,18.0,11878.65,547.2
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,ROVE HOME DUBAI MARINA,3393.0,ROVE HOME DUBAI MARINA,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,40.41,1.0,1.0,0.0,2025.0,4.0,15.0,39321.95,40.41
Sell - Pre registration,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,390,Burj Khalifa,Address Residences Sky View 2,1338.0,THE ADDRESS RESIDENCE - SKY VIEW,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,155.44,1.0,1.0,0.0,2016.0,10.0,27.0,25411.73,155.44
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Samana Imperial Garden,3797.0,Samana Imperial Garden,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,38.9,1.0,2.0,0.0,2015.0,6.0,22.0,20142.83,38.9
Sell,2,Building,60.0,Unknown,Residential / Commercial,1,Existing Properties,390,Burj Khalifa,Unknown,567.0,BURJ AL NUJOOM,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Unknown,0,3902.2,1.0,1.0,0.0,2009.0,10.0,19.0,5125.31,2189.4440000000054
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,141.85,1.0,1.0,0.0,2015.0,6.0,22.0,11303.14,141.85
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1033.0,Emirates Living - Springs 3,Springs - 6,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,355.79,1.0,1.0,0.0,2019.0,7.0,29.0,9064.34,355.79
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA VIEW TOWER A,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,2 B/R,1,89.28,1.0,1.0,0.0,2014.0,1.0,29.0,16801.08,89.28
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,U-19,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,1.0,1.0,0.0,2022.0,10.0,27.0,5298.51,67.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Burj Views Tower C,1451.0,BURJ VIEWS,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,125.23,1.0,1.0,0.0,2015.0,6.0,22.0,10979.8,125.23
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,The Matrix,99.0,THE MATRIX,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,109.09,1.0,1.0,0.0,2019.0,3.0,20.0,15812.63,109.09
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Marina Living,2540.0,Marina Living,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,75.13,1.0,1.0,0.0,2024.0,5.0,20.0,25783.5,75.13
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,GLOBAL GOLF RESIDENCE 2,593.0,GLOBAL GOLF RESIDENCE 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,63.66,1.0,1.0,0.0,2015.0,6.0,22.0,6361.92,63.66
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,TANZANITE,1040.0,TIARA RESIDENCE,Palm Jumeirah,Burj Al Arab,Knowledge Village,Marina Mall,3 B/R,1,111.11,1.0,1.0,0.0,2024.0,12.0,30.0,24765.32,111.11
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Tennis Tower,1304.0,TENNIS TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,127.91,1.0,1.0,0.0,2013.0,2.0,19.0,5472.6,127.91
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Elite Residences 4,332.0,ELITE 4 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,148.71,1.0,1.0,0.0,2009.0,7.0,13.0,8874.99,148.71
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Elite 9 Sports Residence,1542.0,ELITE 9 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,40.57,1.0,1.0,0.0,2015.0,6.0,22.0,9859.5,40.57
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,YANSOON 1,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,118.08,1.0,1.0,0.0,2010.0,9.0,30.0,13701.63,118.08
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,EMIRATES CROWN TOWER,1046.0,Unknown,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,360.6,1.0,1.0,0.0,2010.0,5.0,27.0,6655.57,360.6
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,No.9,1394.0,NO 9,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,123.35,1.0,1.0,0.0,2015.0,6.0,22.0,24286.32,123.35
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Stella Maris,1664.0,STELLA MARIS,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,137.83,1.0,1.0,0.0,2015.0,6.0,22.0,21591.82,137.83
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,DAMAC HEIGHTS,430.0,DAMAC HEIGHTS,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,163.9,2.0,1.0,0.0,2019.0,2.0,20.0,13658.94,163.9
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,REEHAN 1,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,116.87,1.0,1.0,0.0,2015.0,6.0,22.0,13381.43,116.87
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,Unknown,1062.0,The Lakes Zulal,Unknown,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,366.55,1.0,2.0,0.0,2024.0,2.0,23.0,15959.62,366.55
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,ALGHAF 1,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,137.6,1.0,1.0,0.0,2024.0,8.0,20.0,16533.43,137.6
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,ELITE 10 SPORTS RESIDENCE - 1,1607.0,ELITE 10 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,35.79,1.0,1.0,0.0,2015.0,6.0,22.0,11455.71,35.79
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 7,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,250.84,1.0,1.0,0.0,2015.0,6.0,22.0,6577.9,250.84
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,TNARO,1459.0,TANARO,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,69.31,2.0,1.0,0.0,2015.0,6.0,22.0,19261.29,69.31
Sell,2,Building,60.0,Unknown,Residential,1,Existing Properties,395,Jabal Ali Industrial First,Unknown,1046.0,Unknown,JABAL ALI INDUSTRIAL DEVELOPMENT,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,Unknown,0,4411.41,1.0,1.0,0.0,2015.0,6.0,22.0,10763.91,2189.4440000000054
Sell,1,Land,60.0,Unknown,Residential / Commercial,1,Existing Properties,368,Al Barsha First,Unknown,1046.0,Unknown,Unknown,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,Unknown,0,3328.25,1.0,7.0,0.0,2007.0,3.0,22.0,13024.34,2189.4440000000054
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Al NOUJOUM TOWER,567.0,BURJ AL NUJOOM,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,42.03,2.0,2.0,2.0,2015.0,6.0,22.0,11746.87,42.03
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,350,Al Thanyah Fifth,Unknown,1046.0,Unknown,Jumeirah Islands,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Unknown,0,994.91,1.0,1.0,0.0,2024.0,5.0,17.0,23117.67,994.91
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,ARMADA  3,1260.0,ARMADA TOWERS,Jumeirah Lakes Towers,Burj Al Arab,Marina Mall Metro Station,Marina Mall,2 B/R,1,122.13,1.0,1.0,0.0,2015.0,12.0,14.0,11053.8,122.13
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,DEC TOWERS T2,1046.0,Unknown,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,88.07,2.0,1.0,0.0,2015.0,6.0,22.0,7857.84,88.07
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Emirates Living - Springs 9,Springs - 2,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,0,172.52,1.0,1.0,0.0,2008.0,10.0,13.0,2625.13,172.52
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,414,Al Barshaa South Second,BELLA ROSE,2099.0,BELLA ROSE,Dubai Science Park,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,38.73,1.0,1.0,0.0,2019.0,12.0,17.0,12824.85,38.73
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,K-10,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.0,1.0,1.0,0.0,2015.0,6.0,22.0,4926.47,68.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,YACHT BAY,1046.0,Unknown,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,3 B/R,1,198.07,1.0,1.0,0.0,2015.0,6.0,22.0,7425.58,198.07
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,City Center Residences,2359.0,City Center Residences,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,106.6,1.0,1.0,0.0,2015.0,6.0,22.0,30581.61,106.6
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,Studio,1,49.89,1.0,1.0,0.0,2025.0,3.0,18.0,18941.67,49.89
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,N-15,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,69.0,1.0,1.0,0.0,2022.0,8.0,30.0,4130.43,69.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,MOSELA,1457.0,MOSELA,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,68.93,1.0,1.0,0.0,2017.0,5.0,31.0,15958.22,68.93
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,GOLF VIEW RESIDENCE,719.0,GOLF VIEW RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,75.64,2.0,1.0,0.0,2015.0,6.0,22.0,10199.56,75.64
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1050.0,Emirates Living - Springs 11,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,252.15,1.0,1.0,0.0,2015.0,7.0,30.0,11501.09,252.15
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,OCEAN HEIGHTS,431.0,OCEAN HEIGHTS,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,0,96.8,1.0,1.0,0.0,2011.0,12.0,26.0,20902.89,96.8
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1032.0,Emirates Living - Springs 2,Springs - 7,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,278.71,1.0,2.0,0.0,2009.0,6.0,15.0,6673.6,278.71
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,232,Mirdif,Multaqa Avenue 4,1835.0,MIRDIF HILLS- AL MULTAQA AVENUE,Unknown,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,96.0,1.0,1.0,0.0,2015.0,6.0,22.0,12909.38,96.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,YANSOON 8,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,89.0,1.0,1.0,0.0,2015.0,6.0,22.0,13347.06,89.0
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,BERMUDA VIEWS,616.0,BERMUDA VIEWS,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,115.15,1.0,1.0,0.0,2010.0,4.0,14.0,10819.61,115.15
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,REEHAN 2,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,87.7,2.0,1.0,0.0,2015.0,6.0,22.0,23945.27,87.7
